domain,scenario_group,scenario,source_language,target_language,source_text,target_text,speaker,listener,difficulty,tone,tags
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,My bag does not fit in the overhead bin.,Çantam üst bagaj bölmesine sığmıyor.,passenger,cabin_crew,A2,neutral,"airplane,baggage,overhead_bin"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,This suitcase is too big for the cabin.,Bu valiz kabin için fazla büyük.,passenger,cabin_crew,A2,neutral,"airplane,baggage,cabin"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Can you help me find a place for this bag?,Bu çantaya bir yer bulmama yardım eder misiniz?,passenger,cabin_crew,A2,polite,"airplane,baggage,request"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,The bag is too large for the locker.,Çanta dolaba sığmayacak kadar büyük.,cabin_crew,passenger,A2,neutral,"airplane,baggage,storage"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Your backpack needs to go under the seat.,Sırt çantanızı koltuğun altına koymanız gerekiyor.,cabin_crew,passenger,A2,polite,"airplane,baggage,under_seat"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,"I tried, but it won't fit.","Denedim ama olmuyor, sığmıyor.",passenger,cabin_crew,A1,neutral,"airplane,baggage,problem"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please place the bag under the seat in front of you.,Lütfen çantanızı önünüzdeki koltuğun altına yerleştirin.,cabin_crew,passenger,A2,polite,"airplane,baggage,instruction"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,My carry-on is too wide for the compartment.,El bagajım bölmeye sığmayacak kadar geniş.,passenger,cabin_crew,B1,neutral,"airplane,carry_on,baggage"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,That bag needs to be checked in.,O çantanın bagaja verilmesi gerekiyor.,cabin_crew,passenger,A2,neutral,"airplane,baggage,check_in"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,It won't fit in the seat pocket.,Koltuk cebine sığmaz.,passenger,cabin_crew,A1,neutral,"airplane,baggage,seat_pocket"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Could you turn the bag sideways?,Çantayı yan çevirebilir misiniz?,cabin_crew,passenger,A2,polite,"airplane,baggage,help"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,The stroller is too large for the cabin.,Puset kabin için fazla büyük.,cabin_crew,passenger,A2,neutral,"airplane,baggage,stroller"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,My laptop bag is stuck and won't go in.,"Laptop çantam sıkıştı, içeri girmiyor.",passenger,cabin_crew,B1,neutral,"airplane,baggage,electronics"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,The bag is blocking the aisle.,Çanta koridoru kapatıyor.,cabin_crew,passenger,A2,neutral,"airplane,baggage,aisle"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please remove a few items so it will fit.,Sığması için lütfen içinden birkaç eşya çıkarın.,cabin_crew,passenger,B1,polite,"airplane,baggage,instruction"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,I have too many bags for this seat.,Bu koltuk için çok fazla çantam var.,passenger,cabin_crew,A2,neutral,"airplane,baggage,seat"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,This bag won't fit above your seat.,Bu çanta koltuğunuzun üstündeki bölmeye sığmaz.,cabin_crew,passenger,A2,neutral,"airplane,baggage,overhead_bin"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Can I leave it at the gate?,Bunu kapıda bırakabilir miyim?,passenger,cabin_crew,A2,polite,"airplane,baggage,gate"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Your bag is oversized for cabin storage.,Çantanız kabin bagajı için standart ölçünün üzerinde.,cabin_crew,passenger,B1,formal,"airplane,baggage,oversize"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,It does not fit even diagonally.,Çapraz koysam bile sığmıyor.,passenger,cabin_crew,B1,neutral,"airplane,baggage,problem"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,I can store the smaller bag for you.,Sizin için daha küçük çantayı yerleştirebilirim.,cabin_crew,passenger,A2,reassuring,"airplane,baggage,help"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,My purse won't fit with my coat.,Çantam montumla birlikte sığmıyor.,passenger,cabin_crew,B1,neutral,"airplane,baggage,personal_items"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please keep your bag in the approved size limit.,Lütfen çantanızı izin verilen boyut sınırında tutun.,cabin_crew,passenger,B1,formal,"airplane,baggage,policy"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,The bag is too bulky to close the bin.,Çanta bölmeyi kapatamayacak kadar hantal.,cabin_crew,passenger,B1,neutral,"airplane,baggage,overhead_bin"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,I need a little more space for this bag.,Bu çanta için biraz daha alana ihtiyacım var.,passenger,cabin_crew,A2,polite,"airplane,baggage,request"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please check whether it fits under the seat.,Lütfen koltuğun altına sığıp sığmadığını kontrol edin.,passenger,cabin_crew,B1,polite,"airplane,baggage,under_seat"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Your bag may need to be gate-checked.,Çantanız kapıda teslim alınması gerekebilir.,cabin_crew,passenger,B1,neutral,"airplane,baggage,gate_check"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,The handle makes it too big to fit.,Sapı yüzünden sığmayacak kadar büyük oluyor.,passenger,cabin_crew,B1,neutral,"airplane,baggage,handle"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Would you like me to help with the bag?,Çantayla ilgili size yardım edeyim mi?,cabin_crew,passenger,A2,reassuring,"airplane,baggage,help"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,My bag is too tall for the compartment.,Çantam bölme için fazla uzun.,passenger,cabin_crew,A2,neutral,"airplane,baggage,compartment"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please do not force it into the bin.,Lütfen bölmeye zorlayarak koymayın.,cabin_crew,passenger,A2,polite,"airplane,baggage,safety"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,It won't close with my bag inside.,Çantam içindeyken kapanmıyor.,passenger,cabin_crew,A2,neutral,"airplane,baggage,closure"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,We need to move that bag to the baggage hold.,O çantayı bagaj bölümüne almamız gerekiyor.,cabin_crew,passenger,B1,formal,"airplane,baggage,baggage_hold"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,"I thought it would fit, but it doesn't.",Sığacağını sandım ama sığmıyor.,passenger,cabin_crew,A2,neutral,"airplane,baggage,problem"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please try the side compartment.,Lütfen yan bölmeyi deneyin.,cabin_crew,passenger,A2,polite,"airplane,baggage,storage"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,My duffel bag takes up too much space.,Spor çantam çok yer kaplıyor.,passenger,cabin_crew,B1,neutral,"airplane,baggage,duffel_bag"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,That item is too large for hand luggage.,O eşya el bagajı için fazla büyük.,cabin_crew,passenger,A2,neutral,"airplane,baggage,hand_luggage"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Can I put this in the front closet?,Bunu ön dolaba koyabilir miyim?,passenger,cabin_crew,A2,polite,"airplane,baggage,closet"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,The bag is too heavy and too big for the cabin.,Çanta kabin için hem çok ağır hem de çok büyük.,cabin_crew,passenger,B1,neutral,"airplane,baggage,weight"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,I can’t fit my bag above my seat.,Çantamı koltuğumun üstüne sığdıramıyorum.,passenger,cabin_crew,A2,neutral,"airplane,baggage,overhead_bin"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,We will take this bag at the aircraft door.,Bu çantayı uçak kapısında teslim alacağız.,cabin_crew,passenger,B1,formal,"airplane,baggage,aircraft_door"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Is there another place where this bag can go?,Bu çanta için başka bir yer var mı?,passenger,cabin_crew,A2,polite,"airplane,baggage,request"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,Please take your bag back; it does not fit here.,Lütfen çantanızı geri alın; buraya sığmıyor.,cabin_crew,passenger,A2,polite,"airplane,baggage,instruction"
baggage_and_personal_items,bag does not fit,baggage_and_personal_items,English,Turkish,"My bag is too small? No, it's too large.","Çantam çok küçük mü? Hayır, çok büyük.",passenger,cabin_crew,A1,neutral,"airplane,baggage,clarification"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,My bag does not fit in the overhead bin.,Çantam üst bagaj bölümüne sığmıyor.,passenger,cabin_crew,A1,neutral,"baggage,overhead_bin,size"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Could you help me fit my suitcase in the overhead compartment?,Valizimi üst bagaj bölümüne yerleştirmeme yardım eder misiniz?,passenger,cabin_crew,A1,polite,"baggage,assistance,overhead_bin"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,This bag is too big for the overhead bin.,Bu çanta üst bagaj bölümü için çok büyük.,cabin_crew,passenger,A1,neutral,"baggage,size,crew_instruction"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,It will not fit under the seat.,Koltuğun altına sığmaz.,cabin_crew,passenger,A1,neutral,"baggage,seat_space"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Please place the bag in the overhead locker.,Lütfen çantayı üst bagaj dolabına koyun.,cabin_crew,passenger,A1,polite,"baggage,instruction,overhead_bin"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Your backpack is too large for this space.,Sırt çantanız bu alan için fazla büyük.,cabin_crew,passenger,A1,neutral,"baggage,backpack,size"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,I think my carry-on is a little too wide.,Sanırım kabin bagajım biraz fazla geniş.,passenger,cabin_crew,A2,neutral,"carry_on,size,baggage"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Can I store my bag elsewhere?,Çantamı başka bir yere koyabilir miyim?,passenger,cabin_crew,A1,polite,"baggage,alternatives"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,We need to check this bag because it does not fit.,Bu çantayı sığmadığı için check-in yapmamız gerekiyor.,cabin_crew,passenger,A2,neutral,"baggage,check_in,crew_instruction"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,I can’t close the overhead bin because the bag is too big.,Çanta çok büyük olduğu için üst bagaj bölmesini kapatamıyorum.,cabin_crew,passenger,A2,neutral,"baggage,overhead_bin,crew_issue"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Please remove one item so the bag can fit.,Lütfen çantanın sığması için bir eşya çıkarın.,cabin_crew,passenger,A2,polite,"baggage,instructions,size"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Would you like me to help you find space for it?,Onun için yer bulmanıza yardım etmemi ister misiniz?,cabin_crew,passenger,A2,polite,"baggage,assistance"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,My suitcase is too thick for the rack.,Valizim raf için çok kalın.,passenger,cabin_crew,A2,neutral,"baggage,suitcase,rack"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"The bag blocks the aisle, so it cannot stay here.","Çanta koridoru kapatıyor, bu yüzden burada kalamaz.",cabin_crew,passenger,A2,neutral,"baggage,aisle,safety"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,It does not fit in the seat pocket.,Koltuk cebine sığmıyor.,passenger,cabin_crew,A1,neutral,"baggage,seat_pocket"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Please keep the bag with you if it does not fit in the bin.,Çantanız bölmeye sığmıyorsa lütfen yanınızda tutun.,cabin_crew,passenger,A2,polite,"baggage,carry_on,instruction"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,This item is too large for cabin storage.,Bu eşya kabin içi depolama için fazla büyük.,cabin_crew,passenger,A2,formal,"baggage,cabin_storage"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Can you make the bag smaller?,Çantayı biraz küçültebilir misiniz?,cabin_crew,passenger,A1,polite,"baggage,size,request"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"I packed too much, and now it won’t fit.","Fazla eşya koymuşum, şimdi sığmıyor.",passenger,cabin_crew,A2,neutral,"baggage,overpacked"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Your bag needs to go in the larger compartment.,Çantanız daha büyük bölmeye konmalı.,cabin_crew,passenger,A2,neutral,"baggage,compartment,instruction"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,It is too tall to fit upright.,Dik duracak kadar uzun.,cabin_crew,passenger,A2,neutral,"baggage,size"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,The bag must go in the cargo hold.,Çanta kargo bölümüne gitmeli.,cabin_crew,passenger,A1,neutral,"baggage,cargo_hold"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"I’m sorry, but that backpack does not fit here.","Üzgünüm, ama o sırt çantası buraya sığmıyor.",cabin_crew,passenger,A2,polite,"baggage,apology"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Please move your bag; it is too big for this seat area.,Lütfen çantanızı kaldırın; bu koltuk alanı için çok büyük.,cabin_crew,passenger,A2,polite,"baggage,seat_area,instruction"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Does this bag fit under the front seat?,Bu çanta ön koltuğun altına sığıyor mu?,passenger,cabin_crew,A1,neutral,"baggage,under_seat"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"No, it is not going to fit without rearranging it.","Hayır, içini yeniden düzenlemeden sığmaz.",cabin_crew,passenger,A2,neutral,"baggage,repacking"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"The handle sticks out, so the bag won’t fit.",Sapı dışarıda kaldığı için çanta sığmıyor.,cabin_crew,passenger,A2,neutral,"baggage,handle,size"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,I need help because my bag is stuck and does not fit.,"Çantam sıkıştı ve sığmıyor, yardım lazım.",passenger,cabin_crew,A2,urgent,"baggage,stuck,help"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Please wait while we find a space that fits your bag.,Çantanıza uygun bir yer bulana kadar lütfen bekleyin.,cabin_crew,passenger,A2,reassuring,"baggage,waiting,assistance"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,My laptop bag is too bulky for the compartment.,Laptop çantam bölme için fazla hacimli.,passenger,cabin_crew,A2,neutral,"baggage,laptop_bag"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,That bag will not fit unless the wheels are turned sideways.,Tekerlekler yana çevrilmeden o çanta sığmaz.,cabin_crew,passenger,B1,neutral,"baggage,wheels,fit"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Could you move your bag to make room for mine?,Benim çantama yer açmak için çantanızı biraz kaydırabilir misiniz?,passenger,cabin_crew,A2,polite,"baggage,space,request"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,This carry-on is not sized for the plane.,Bu kabin bagajı uçak için uygun boyutta değil.,cabin_crew,passenger,B1,neutral,"carry_on,size,baggage"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,I can’t fit my shopping bag anywhere.,Alışveriş çantamı hiçbir yere sığdıramıyorum.,passenger,cabin_crew,A2,neutral,"baggage,shopping_bag"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"If it does not fit, we will gate-check it for you.","Sığmazsa, sizin için kapıda teslim alacağız.",cabin_crew,passenger,A2,reassuring,"baggage,gate_check"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,My bag is too large for the storage area above my seat.,Çantam koltuğumun üstündeki saklama alanı için çok büyük.,passenger,cabin_crew,A2,neutral,"baggage,storage_area"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"The size limit is strict, and this bag exceeds it.",Boyut sınırı kesin ve bu çanta onu aşıyor.,cabin_crew,passenger,B1,formal,"baggage,size_limit"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Can I put my bag in the front closet?,Çantamı ön dolaba koyabilir miyim?,passenger,cabin_crew,A1,polite,"baggage,closet"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,"The closet is full, so your bag will not fit there.","Dolap dolu, bu yüzden çantanız oraya sığmaz.",cabin_crew,passenger,A2,neutral,"baggage,full_storage"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,My duffel bag is too soft to fit properly.,Spor çantam düzgün sığmayacak kadar yumuşak.,passenger,cabin_crew,B1,neutral,"baggage,duffel_bag"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,Please take out the extra items so the bag fits.,Çantanın sığması için lütfen fazla eşyaları çıkarın.,cabin_crew,passenger,A2,polite,"baggage,extra_items,instruction"
baggage_and_personal_items,bag does not fit,English to Turkish,English,Turkish,This suitcase is not going to fit without help.,Bu valiz yardım olmadan sığmayacak.,passenger,cabin_crew,A2,neutral,"baggage,suitcase,assistance"
baggage_and_personal_items,bag does not fit,bag does not fit,English,Turkish,This suitcase is too big for the cabin shelf.,Bu valiz kabin rafı için fazla büyük.,passenger,cabin_crew,A1,neutral,"suitcase,cabin_shelf,size"
baggage_and_personal_items,bag does not fit,bag does not fit,English,Turkish,Can you help me? My carry-on won't fit.,Bana yardım eder misiniz? El bagajım sığmıyor.,passenger,cabin_crew,A1,polite,"carry_on,help,fit"
baggage_and_personal_items,bag does not fit,bag does not fit,English,Turkish,Your bag is too large for the overhead compartment.,Çantanız üst bagaj bölmesi için fazla büyük.,cabin_crew,passenger,A1,neutral,"crew_to_passenger,overhead_compartment,size"
baggage_and_personal_items,bag does not fit,bag does not fit,English,Turkish,Please place it under the seat in front of you.,Lütfen onu önünüzdeki koltuğun altına koyun.,cabin_crew,passenger,A1,polite,"instruction,under_seat"
baggage_and_personal_items,bag does not fit,bag does not fit,English,Turkish,I think it is too wide to go up there.,Bence oraya koymak için fazla geniş.,passenger,cabin_crew,A1,neutral,"too_wide,overhead_bin"
baggage_and_personal_items,bag does not fit,bag does not fit,English,Turkish,The bag won't close if I put it in the bin.,Çantayı bölmeye koyarsam kapanmıyor.,passenger,cabin_crew,A2,neutral,"close,bin"
