model_key,model_name,group_type,group_value,bleu,chrfpp,ter,n,exact_match_rate,normalized_exact_match_rate,empty_output_rate,source_copy_rate,prompt_leakage_rate,extra_explanation_rate,avg_token_f1,avg_rouge_l_f1,avg_edit_similarity,avg_length_ratio,avg_abs_length_ratio_error,avg_repetition_rate,avg_sentence_chrfpp,avg_sentence_bleu,avg_latency_seconds,bertscore_f1,comet
mbart50_mmt,mBART-50 many-to-many,difficulty,A2,21.49367933707356,43.832626957210984,64.47140381282496,160,0.00625,0.0125,0.0,0.0,0.0,0.0,0.45437504037462817,0.43971158087894435,0.6464369317112425,1.0031533744033745,0.14200084637584637,0.0010416666666666667,43.25132910362138,21.581213369252364,0.25963548020666766,0.8439173452556133,0.7709347523748875
base_llama,Base Llama 3.2 1B,difficulty,A2,5.442482835606293,16.139725053188275,113.60485268630849,160,0.0,0.0,0.0,0.21875,0.2,0.04375,0.11195901199179939,0.1013755576359034,0.30645558911633086,1.1609625790875788,0.47974223692973694,0.0038141025641025643,15.520575327775214,6.858595854262444,0.471449943483332,0.6892794147133827,0.5601480292156339
fine_tuned_llama,Fine-tuned Llama 3.2 1B,difficulty,B1,45.47759859573975,62.94554077433398,44.75524475524475,47,0.10638297872340426,0.1276595744680851,0.0,0.0,0.0,0.0,0.6889814882193258,0.676812236250324,0.7855890177586001,1.0004064788639255,0.13045226050545197,0.0,64.02365104902852,42.39177960500358,0.5222846740800008,0.9012384845855388,0.8759847828682433
opus_mt_tc_big,OPUS-MT tc-big,difficulty,B1,38.8541430123303,58.30495983245151,46.386946386946384,47,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.6570011185959469,0.6453792652719659,0.768052433401326,1.0005162686013749,0.1111155983496409,0.00303951367781155,59.31669464291871,37.65089329272635,0.11915802447333293,0.8976153705982451,0.8768749021469279
nllb_200_distilled_600m,NLLB-200 distilled 600M,difficulty,B1,36.24169249252517,55.328729214918745,48.01864801864802,47,0.06382978723404255,0.06382978723404255,0.0,0.0,0.0,0.0,0.62130044152416,0.6101785846576222,0.7514298241558082,0.9611994093377072,0.10745770187259547,0.0,55.97984057299802,34.47022791967459,0.19027380287333323,0.8927987763222228,0.8635404813796916
m2m100_418m,M2M100 418M,difficulty,B1,32.29365370526534,51.64778768811345,51.981351981351985,47,0.0425531914893617,0.0425531914893617,0.0,0.0,0.0,0.0,0.5868112718384757,0.5658179603065876,0.70179861113915,0.9721364037853398,0.13033098697992315,0.00303951367781155,51.9725967520488,31.068783807221813,0.20509986384999887,0.8797126399709824,0.8392240595310292
mbart50_mmt,mBART-50 many-to-many,difficulty,B1,28.75208833404364,48.34159102913838,57.57575757575758,47,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.5272387221487724,0.5127232371198739,0.6812074690786113,1.0145757611183142,0.13887303594750403,0.004728132387706856,47.62706723772256,25.58521981089967,0.2596354802066678,0.8628204414185058,0.7852772708902968
base_llama,Base Llama 3.2 1B,difficulty,B1,5.599312150356964,16.033358049910568,112.58741258741259,47,0.0,0.0,0.0,0.3829787234042553,0.0425531914893617,0.0425531914893617,0.10870707856963971,0.10203593815989746,0.3063048498035868,1.0877865337971722,0.5707747630619973,0.02127659574468085,15.511724902339404,6.80474736121691,0.4714499434833321,0.6858708262443542,0.6173314642398915
fine_tuned_llama,Fine-tuned Llama 3.2 1B,direction,English->Turkish,42.57022221731821,66.32246006963915,42.34875444839858,149,0.18120805369127516,0.18120805369127516,0.0,0.0,0.0,0.0,0.6664910406521143,0.6547647750766582,0.808037311663692,1.0326515393629487,0.10932672845424522,0.0009587727708533077,66.98700176664045,43.98299073092628,0.5222846740800006,0.9061440553441144,0.9093575033565495
opus_mt_tc_big,OPUS-MT tc-big,direction,English->Turkish,35.69768515698286,62.51368352087934,45.195729537366546,149,0.1342281879194631,0.1342281879194631,0.0,0.0,0.0,0.0,0.6339297121576978,0.6232881538651327,0.7998310275608773,0.9806008309364014,0.09347501864280389,0.0020773410035155003,63.58086137236792,38.4960546002597,0.11915802447333287,0.8993170293385551,0.9021128672081352
nllb_200_distilled_600m,NLLB-200 distilled 600M,direction,English->Turkish,28.9442328368624,56.72018990870673,53.26215895610913,149,0.10738255033557047,0.10738255033557047,0.0,0.0,0.0,0.0,0.558406991964039,0.5467710142206786,0.7581294758668728,0.9732875253009481,0.11454671354000212,0.0011185682326621924,57.067495533054974,32.307637464290984,0.19027380287333323,0.8801910493197858,0.8752395074639544
m2m100_418m,M2M100 418M,direction,English->Turkish,21.951851731890844,50.228189931791924,62.27758007117438,149,0.06040268456375839,0.06040268456375839,0.0,0.0,0.0,0.0,0.4810944517881372,0.46977540171069787,0.6882847216077886,1.0071907957813997,0.12426760413337593,0.0023010546500479385,49.639566274283375,25.666394278787113,0.20509986384999895,0.8557475689273553,0.8424733791175305
mbart50_mmt,mBART-50 many-to-many,direction,English->Turkish,14.1330444143833,40.81352108363817,72.95373665480427,149,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.3734869772920139,0.3634366194820825,0.6273462449967091,1.0102109300095876,0.15521465857036326,0.0018642803877703207,40.446670026548325,18.865565913348334,0.25963548020666766,0.8227522953244664,0.7786254288766208
base_llama,Base Llama 3.2 1B,direction,English->Turkish,0.45373060715717795,12.407812984965666,136.41755634638199,149,0.0,0.0,0.0,0.28187919463087246,0.28859060402684567,0.020134228187919462,0.04201902589811483,0.03905978097489958,0.2635048472065741,1.4773463300308938,0.5712900820283371,0.00441834451901566,11.76763733914456,5.039762530575864,0.47144994348333197,0.6672487950965063,0.5244795882061823
fine_tuned_llama,Fine-tuned Llama 3.2 1B,direction,Turkish->English,56.187111366358145,69.92951114818597,34.10852713178294,151,0.23178807947019867,0.26490066225165565,0.0,0.0,0.0,0.0,0.7931393615212076,0.7784663606551375,0.8332048275188236,0.9984661677542473,0.08383666554196356,0.0,71.62507245609136,55.67996441824966,0.5222846740800006,0.9337373604837632,0.9002280878704905
opus_mt_tc_big,OPUS-MT tc-big,direction,Turkish->English,43.2431903776914,59.428989045280225,40.23255813953489,151,0.1456953642384106,0.1456953642384106,0.0,0.0,0.0,0.0,0.7188556547988842,0.6981102248289858,0.7824077025704339,0.9740802060338484,0.08090877114055922,0.0,61.57351106428929,44.251812517756406,0.11915802447333286,0.9156608877592529,0.8800447768722939
nllb_200_distilled_600m,NLLB-200 distilled 600M,direction,Turkish->English,41.00213638245393,57.43968026732594,42.4031007751938,151,0.11258278145695365,0.11258278145695365,0.0,0.0,0.0,0.0,0.6909126913241309,0.6742759264089171,0.7701670806315429,0.9859997342613237,0.08308067024954442,0.0,58.85272459612128,41.367171111928215,0.19027380287333326,0.9095613001198168,0.8724625029706008
m2m100_418m,M2M100 418M,direction,Turkish->English,34.218940136736265,52.35171210282707,46.89922480620155,151,0.059602649006622516,0.06622516556291391,0.0,0.0,0.0,0.0,0.6513506691219043,0.6342099432880259,0.734087155427066,0.9232734980251537,0.12890357435059419,0.0,52.830638359407345,34.448417038896494,0.20509986384999895,0.8959129626387792,0.8388939420908492
mbart50_mmt,mBART-50 many-to-many,direction,Turkish->English,32.835241699732165,51.20569266072894,51.24031007751938,151,0.06622516556291391,0.06622516556291391,0.0,0.0,0.0,0.0,0.6198659184878644,0.6018856059968907,0.7084455510284404,0.9943545508942859,0.10604137400495017,0.0007358351729212656,51.87057392076393,32.32054197344336,0.2596354802066677,0.8882967221815854,0.8001543855825007
base_llama,Base Llama 3.2 1B,direction,Turkish->English,7.787838357197571,18.815710664859093,102.17054263565892,151,0.0,0.006622516556291391,0.0,0.17880794701986755,0.033112582781456956,0.09271523178807947,0.18172727690594298,0.16886610353699896,0.3461754819056755,0.8661083489725873,0.4806965018057732,0.007131940906775344,18.422801789483632,8.100922636900732,0.4714499434833318,0.7053836299883609,0.6279441122187684
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,baggage_and_personal_items,52.31042039234429,70.17690883795566,30.483271375464682,36,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.7399022130956451,0.7340542598792706,0.8440100052232555,0.9939315699732367,0.04696349175515842,0.0,70.16896770049647,50.424859620521154,0.19027380287333323,0.9272990408870909,0.9033494525485568
opus_mt_tc_big,OPUS-MT tc-big,domain,baggage_and_personal_items,52.0978313539629,70.04642534547307,30.111524163568777,36,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.7587207960788973,0.752872842862523,0.848582043180294,0.9891414141414141,0.03879068462401796,0.0,70.71602998967313,52.15369070794324,0.11915802447333289,0.9324900954961777,0.9238367130359014
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,baggage_and_personal_items,49.98260115789507,69.19789044904677,34.20074349442379,36,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.7386125506350676,0.7324397111288947,0.8246337306127063,1.0044460554877221,0.09840248486081819,0.0,69.63335274832039,46.28602451499106,0.5222846740800008,0.9259222381644778,0.9117731733454598
m2m100_418m,M2M100 418M,domain,baggage_and_personal_items,32.54738003069509,57.05873997016915,45.72490706319702,36,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.6342175501210422,0.6081077274584049,0.7542887936423518,0.9527936955020286,0.07683593412760079,0.0,56.91640520477765,34.928707120462974,0.20509986384999898,0.9007130646043353,0.8670039292838838
mbart50_mmt,mBART-50 many-to-many,domain,baggage_and_personal_items,30.64839177873402,50.26436183232942,50.92936802973978,36,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.5752186942765639,0.5537478358062775,0.7073176372913672,1.004264755306422,0.07230250459417126,0.0,51.108329383445394,31.208817661833184,0.2596354802066678,0.8767854438887702,0.7886718610922495
base_llama,Base Llama 3.2 1B,domain,baggage_and_personal_items,4.208729990282604,14.929066952891695,110.03717472118959,36,0.0,0.0,0.0,0.2222222222222222,0.1388888888888889,0.027777777777777776,0.10573327004570554,0.09148111544267375,0.3005775976641314,1.0632378809462142,0.4046433119349786,0.0,14.861228202041,6.188313068655795,0.471449943483332,0.6852470205889808,0.5981680394874679
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,children_and_family,50.25402710741823,69.97669225638852,38.05668016194332,36,0.2222222222222222,0.2777777777777778,0.0,0.0,0.0,0.0,0.7515030610927321,0.7450381562902315,0.8365417096559292,1.0391734808401474,0.10838143338143337,0.0,71.38646695748386,51.39204889991679,0.5222846740800008,0.9252837498982748,0.9175679286321005
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,children_and_family,39.830867152159676,62.65960668050392,43.31983805668016,36,0.1388888888888889,0.1388888888888889,0.0,0.0,0.0,0.0,0.6928115622194571,0.6743439187518134,0.8070082343207443,1.020323272406606,0.1215638528138528,0.0,63.71370611698304,40.18275655058619,0.19027380287333323,0.9183277901675966,0.8990194002787272
opus_mt_tc_big,OPUS-MT tc-big,domain,children_and_family,40.930797905852664,60.27373332173962,44.534412955465584,36,0.19444444444444445,0.19444444444444445,0.0,0.0,0.0,0.0,0.6730583338039478,0.6535401205357345,0.7919617732917794,0.9860987777654445,0.10362785362785362,0.0,63.39653551035221,42.93630515399482,0.11915802447333289,0.9076140307717853,0.8985953480005264
m2m100_418m,M2M100 418M,domain,children_and_family,28.7184129396655,51.028721710308844,55.06072874493927,36,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.5824585955648909,0.5669865947987723,0.7295225550294505,0.9909044659044657,0.1327727827727828,0.0,53.70201116275286,31.926564866634337,0.20509986384999898,0.8902115391360389,0.8548929178052478
mbart50_mmt,mBART-50 many-to-many,domain,children_and_family,27.397334816536166,48.58110282034448,58.2995951417004,36,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.5175157152788731,0.5048042754841,0.7028972762591172,1.0410691160691161,0.1441160691160691,0.0,49.23146812725517,27.43263974258221,0.2596354802066678,0.8689272006352743,0.8118963291247686
base_llama,Base Llama 3.2 1B,domain,children_and_family,2.5890201065411564,15.526031477768681,118.62348178137651,36,0.0,0.0,0.0,0.2222222222222222,0.25,0.1111111111111111,0.1058808915951773,0.10047360047360046,0.31257467326626975,1.2309241684241685,0.5935908227574894,0.0,14.742936437341465,5.001396363564665,0.471449943483332,0.6892450766430961,0.6061504532893499
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,comfort_and_cabin_needs,51.956197898193885,66.77112665536859,35.47297297297297,39,0.20512820512820512,0.20512820512820512,0.0,0.0,0.0,0.0,0.7250944018329556,0.7167693935079473,0.8222784427211985,1.006653602807449,0.07160147544762929,0.0,68.58220483606303,49.76563332169782,0.5222846740800008,0.9239600866268842,0.8942973002409323
opus_mt_tc_big,OPUS-MT tc-big,domain,comfort_and_cabin_needs,34.266478918512504,56.279469087642944,45.608108108108105,39,0.1282051282051282,0.1282051282051282,0.0,0.0,0.0,0.0,0.6444137030404982,0.6379048273008532,0.7794458545810516,0.9723604031296339,0.07317184240261163,0.0,58.492149472421694,38.18424216195193,0.11915802447333292,0.902597141571534,0.8576796238238995
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,comfort_and_cabin_needs,32.010172661572106,52.5528255532331,50.33783783783784,39,0.10256410256410256,0.10256410256410256,0.0,0.0,0.0,0.0,0.5784383929092296,0.5735432880141248,0.7495087019203753,0.9748816710355171,0.07453187837803221,0.0,54.090815763824835,34.66186063104926,0.19027380287333326,0.8852171011460133,0.8445256887338101
m2m100_418m,M2M100 418M,domain,comfort_and_cabin_needs,24.477982144031092,46.94451646086723,55.4054054054054,39,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.5333864856352094,0.5333864856352094,0.6913650967232801,0.9383108344646808,0.12048222432837817,0.0,46.65136484004853,25.97113199840085,0.205099863849999,0.8629963413262979,0.7920830020537744
mbart50_mmt,mBART-50 many-to-many,domain,comfort_and_cabin_needs,23.457163400286813,41.19012713247212,62.5,39,0.0,0.0,0.0,0.0,0.0,0.0,0.4407368365562345,0.438172733992132,0.6185530767716558,0.9733258194796656,0.10239845624461007,0.0,40.62874269535318,23.395491233763497,0.2596354802066679,0.8338030164058392,0.725159629033162
base_llama,Base Llama 3.2 1B,domain,comfort_and_cabin_needs,2.345161594156561,14.779388609199382,108.10810810810811,39,0.0,0.0,0.0,0.1794871794871795,0.23076923076923078,0.07692307692307693,0.10662216384800437,0.10267739067246197,0.3199570173484269,1.0613826344595576,0.3999116268347038,0.0,14.366503213118012,4.828195788502032,0.471449943483332,0.6785862690363175,0.5237346398524749
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,flight_time_delay_and_arrival,43.35068979612064,62.79475884163246,44.776119402985074,39,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.6739127430303902,0.6514901513770293,0.7770610305498759,1.0220177970177973,0.10978928478928483,0.0,62.285223921917165,40.14477605043552,0.5222846740800008,0.901086762929574,0.8945598907959766
opus_mt_tc_big,OPUS-MT tc-big,domain,flight_time_delay_and_arrival,36.94502709775396,59.11205939147359,42.53731343283582,39,0.1282051282051282,0.1282051282051282,0.0,0.0,0.0,0.0,0.6758640165105991,0.6420047134205269,0.7676377982537844,0.9276649276649275,0.09085359085359086,0.0,59.805190922304824,37.701553174880615,0.11915802447333292,0.8976928362479577,0.8937767025751945
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,flight_time_delay_and_arrival,35.300287610520144,54.958983537365604,46.26865671641791,39,0.10256410256410256,0.10256410256410256,0.0,0.0,0.0,0.0,0.6151232108721987,0.5905912613402492,0.7420592349269259,0.9294686794686794,0.10863025863025864,0.0,55.51398135673384,35.09746150819289,0.19027380287333326,0.8839825682151012,0.8927039641600388
m2m100_418m,M2M100 418M,domain,flight_time_delay_and_arrival,30.057829489517335,51.54964199403982,51.49253731343284,39,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.5803005134810326,0.5594315676120868,0.7109733449400835,0.9367003367003369,0.11734931734931738,0.0,50.52184143879418,28.33774781985114,0.205099863849999,0.8798776620473617,0.8853337703607022
mbart50_mmt,mBART-50 many-to-many,domain,flight_time_delay_and_arrival,28.286511500197925,50.94207094030872,57.46268656716418,39,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.5737408548199421,0.5421794465617013,0.6998426558354445,1.0177960927960927,0.1287851037851038,0.0,50.363805581068554,26.922992415609322,0.2596354802066679,0.8721345984018766,0.860841663984152
base_llama,Base Llama 3.2 1B,domain,flight_time_delay_and_arrival,7.661763487361995,17.2141791061469,117.16417910447761,39,0.0,0.0,0.0,0.3076923076923077,0.02564102564102564,0.05128205128205128,0.12192266113670798,0.11459665381070064,0.27654894737038266,1.1288822288822289,0.5121434121434121,0.007100591715976332,16.031019353545087,8.876346442128414,0.471449943483332,0.6962826297833369,0.610858977605135
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,food_and_drink,59.53972396691067,75.09404678661518,31.2280701754386,44,0.3409090909090909,0.36363636363636365,0.0,0.0,0.0,0.0,0.7825935675251624,0.7737309024124972,0.8626381855922741,1.047718253968254,0.08873556998556999,0.0,76.05365621569695,60.90602640490409,0.5222846740800008,0.9323561421849511,0.923662387511947
opus_mt_tc_big,OPUS-MT tc-big,domain,food_and_drink,42.97607638643463,63.92012628771329,42.45614035087719,44,0.20454545454545456,0.20454545454545456,0.0,0.0,0.0,0.0,0.6685914727378157,0.6620979662443092,0.8125893238637715,0.9986922799422799,0.08801406926406925,0.0,65.29256136063287,44.30221865131982,0.11915802447333292,0.9172406034036116,0.9064677059650421
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,food_and_drink,37.17192545185445,56.72118588653845,47.719298245614034,44,0.1590909090909091,0.1590909090909091,0.0,0.0,0.0,0.0,0.6098508104698526,0.6060629316819738,0.7612953044102121,0.9842081529581528,0.08319805194805194,0.0,57.07812068265363,38.22689195803001,0.19027380287333323,0.8970273231918161,0.8827579631046816
m2m100_418m,M2M100 418M,domain,food_and_drink,30.611763371056213,52.92684686559874,53.68421052631579,44,0.09090909090909091,0.11363636363636363,0.0,0.0,0.0,0.0,0.5462617681830318,0.539632980304244,0.7252576749862366,0.9835227272727274,0.1380862193362193,0.0,52.2236356072252,31.2658188249344,0.2050998638499989,0.8736139739101584,0.8406154655597426
mbart50_mmt,mBART-50 many-to-many,domain,food_and_drink,28.017354623035192,48.99996849803182,61.40350877192983,44,0.06818181818181818,0.06818181818181818,0.0,0.0,0.0,0.0,0.5028300430410098,0.4907088309197976,0.6760162375378845,1.0242243867243868,0.1380772005772006,0.0,48.08178525808032,27.2915072928654,0.25963548020666777,0.863386177203872,0.8131561861796812
base_llama,Base Llama 3.2 1B,domain,food_and_drink,5.187769539279287,16.023987483022786,123.15789473684211,44,0.0,0.0,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.11999862077941353,0.10296838761775745,0.3026818581992979,1.2461580086580086,0.5386724386724387,0.022727272727272728,15.24987631575208,7.02392593297858,0.4714499434833321,0.6927243877540935,0.5738763321529735
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,greetings_and_basic_conversation,53.297945377279916,69.2192398508485,36.36363636363637,17,0.29411764705882354,0.35294117647058826,0.0,0.0,0.0,0.0,0.7208629863428625,0.7208629863428625,0.8434101297491534,1.0044117647058823,0.05147058823529412,0.0,70.95662210900119,54.59239501192078,0.5222846740800007,0.9242510515100816,0.9185192900545457
opus_mt_tc_big,OPUS-MT tc-big,domain,greetings_and_basic_conversation,43.62580566000374,66.52898944082237,34.54545454545455,17,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.707755935155316,0.707755935155316,0.8367975355607769,0.9764196587726,0.11181563534504711,0.0,66.9558328168338,43.04326828171783,0.11915802447333287,0.9329849691951976,0.9284946147133323
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,greetings_and_basic_conversation,35.640642206138615,57.906344966970934,44.54545454545455,17,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.5912269103445573,0.5856246694481988,0.7626859343611807,0.9575375604787368,0.1306977336389101,0.0,56.33769384676841,33.95340326549643,0.1902738028733332,0.8950018216581905,0.8764253048335805
mbart50_mmt,mBART-50 many-to-many,domain,greetings_and_basic_conversation,29.8013523676428,49.22687884621575,55.45454545454545,17,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.4996350055173584,0.4940327646209999,0.6828577050330528,0.995212630506748,0.21459129106187927,0.00980392156862745,47.90951956385804,27.031053591030915,0.2596354802066677,0.8597579563365263,0.8436510983635398
m2m100_418m,M2M100 418M,domain,greetings_and_basic_conversation,26.22342251276797,47.338799228689574,57.27272727272727,17,0.0,0.0,0.0,0.0,0.0,0.0,0.4954625439919558,0.4895801910507793,0.6567636576526498,0.9681563534504711,0.16321619556913672,0.011764705882352941,43.75879936909257,23.90442237831652,0.20509986384999895,0.8443768199752358,0.842214633436764
base_llama,Base Llama 3.2 1B,domain,greetings_and_basic_conversation,1.8106497195718543,14.1274064636525,118.18181818181819,17,0.0,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.0,0.1318723567858516,0.1318723567858516,0.3346097170403526,1.202279093455564,0.6341354723707665,0.0,14.576675826419693,6.1265327174693285,0.471449943483332,0.678863574476803,0.5893695336930892
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,pets_and_service_animals,45.71726275780843,71.13086013756876,31.451612903225808,14,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.7650795898296622,0.7135789895895661,0.82560084145158,0.9544733044733045,0.04552669552669553,0.0,70.7007315479929,46.3365321688985,0.5222846740800007,0.9221625115190234,0.9026717799050468
opus_mt_tc_big,OPUS-MT tc-big,domain,pets_and_service_animals,39.00246891713075,62.34696031671716,45.16129032258064,14,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.6615616037264788,0.6210854132502883,0.7487159161534088,0.9672077922077922,0.08206039991754277,0.0,62.50621156165232,37.00740592656216,0.11915802447333283,0.9044342168739864,0.8733408536229815
m2m100_418m,M2M100 418M,domain,pets_and_service_animals,34.89357780558461,62.28428797092892,45.16129032258064,14,0.0,0.0,0.0,0.0,0.0,0.0,0.6559581690607785,0.6301078289247242,0.7694255200432231,0.9648809523809525,0.12951710987425272,0.0,62.16647418602197,32.74665842314617,0.20509986384999893,0.9063356050423214,0.8745192331927163
nllb_200_distilled_600m,NLLB-200 distilled 600M,domain,pets_and_service_animals,36.48244059974529,59.1893584362079,50.0,14,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.6162536809595632,0.5757774904833728,0.7508807282903771,0.9328102453102455,0.13521696557410842,0.0,59.25924899847513,35.00352308880105,0.1902738028733332,0.8942484046731677,0.8637958637305668
mbart50_mmt,mBART-50 many-to-many,domain,pets_and_service_animals,29.1149235442002,53.307853229922074,51.61290322580645,14,0.0,0.0,0.0,0.0,0.0,0.0,0.5325207875952546,0.5191667503281738,0.7323130411033156,0.9579957740672028,0.10170841063698208,0.0,52.955882008431004,27.410024727248924,0.25963548020666766,0.873170827116285,0.8074330368212291
base_llama,Base Llama 3.2 1B,domain,pets_and_service_animals,3.262848326424928,14.75526492946962,105.64516129032258,14,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.08614315291333925,0.07820664497683132,0.3037819506835801,0.9171562564419709,0.35948773448773447,0.0,14.07257971957414,5.488451540854221,0.4714499434833321,0.673174934727805,0.558542475104332
fine_tuned_llama,Fine-tuned Llama 3.2 1B,domain,seat_and_cabin_location,44.08733890896481,62.00207077600116,47.22222222222222,45,0.17777777777777778,0.17777777777777778,0.0,0.0,0.0,0.0,0.6629999314734811,0.6441272427968708,0.7702136775573861,1.0137959571292905,0.10668344001677335,0.0,63.271246007804095,43.95491966438323,0.5222846740800008,0.8986651341120402,0.8825104567739699
