row_id,model_key,model_name,direction,comet
104,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8800104260444641
931,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9037376046180725
162,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9610708355903625
875,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9396846890449524
948,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8101220726966858
445,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8388349413871765
594,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9102518558502197
661,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9639941453933716
695,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9857490658760071
961,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9257994294166565
555,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9892361760139465
895,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9873165488243103
585,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.6475619673728943
254,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9602919220924377
212,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7406527400016785
900,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8912590146064758
981,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.901472270488739
501,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.884844958782196
676,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7120589017868042
22,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8836060166358948
70,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.6927542686462402
217,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9618052840232849
216,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9142526984214783
321,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8991643786430359
189,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9646273255348206
744,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8051477074623108
561,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.6760891079902649
1001,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9832278490066528
590,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9753124713897705
598,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8750842213630676
486,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9818000197410583
122,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9273959398269653
870,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9297180771827698
0,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8444952368736267
172,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.987865686416626
968,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.906670093536377
1,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9879802465438843
126,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.940228283405304
98,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8716197609901428
821,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9612827897071838
888,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9387850165367126
367,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8312874436378479
53,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.964081346988678
234,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9642090201377869
780,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9422795176506042
988,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.7909902334213257
57,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.5535286068916321
81,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9303436875343323
654,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9009672403335571
516,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8938265442848206
970,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.845833957195282
374,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9072991013526917
63,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9256995320320129
215,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9834346175193787
194,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9784103035926819
376,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9338856339454651
347,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.912263035774231
922,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9526426792144775
819,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.939348042011261
319,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8383633494377136
370,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9902900457382202
552,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9534891843795776
205,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.931501030921936
718,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9082895517349243
581,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8827177882194519
101,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9384307265281677
779,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8850502371788025
136,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8114585876464844
123,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9484851956367493
7,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9606929421424866
314,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9620597958564758
787,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9350805282592773
629,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9639305472373962
468,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8678678870201111
177,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9520668387413025
323,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9855223298072815
20,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9861735701560974
902,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.838446855545044
80,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9139230251312256
831,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7873418927192688
186,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9797471165657043
786,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8719115853309631
851,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9335439205169678
882,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7965973019599915
278,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9151405096054077
924,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9516714811325073
141,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8393978476524353
622,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9710370898246765
627,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9303035140037537
318,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9594809412956238
4,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9182410836219788
442,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9004477858543396
297,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9023453593254089
992,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8004363775253296
857,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9848753809928894
193,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9177463054656982
51,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8953242897987366
41,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.6106358170509338
843,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.987189531326294
523,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.970796525478363
526,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.771881639957428
218,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7366750240325928
399,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9589577913284302
575,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9468176960945129
191,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9403654336929321
805,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9898162484169006
776,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7823562026023865
479,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8887922167778015
752,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8617926239967346
950,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9172189831733704
207,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8611740469932556
745,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9856531023979187
926,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9539520740509033
698,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9592463374137878
94,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9408917427062988
675,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8849226236343384
618,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9874201416969299
867,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9217408299446106
518,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9046177864074707
270,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9856356382369995
521,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8638312220573425
570,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9649598598480225
411,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.896672248840332
75,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9730541706085205
84,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8321356177330017
473,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8915651440620422
463,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.987227201461792
252,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.980979323387146
853,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.889444887638092
286,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9249449968338013
117,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8789215087890625
614,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9438077807426453
854,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8411280512809753
460,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9328424334526062
233,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9616873860359192
653,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8197168111801147
761,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8921840190887451
605,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8520060181617737
938,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9757556319236755
258,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.92581707239151
50,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9301719069480896
905,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8290135860443115
89,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9807037711143494
401,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8681161999702454
527,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9626945853233337
730,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9757471680641174
149,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9345697164535522
159,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.918085515499115
338,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8016133308410645
179,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.7641448378562927
341,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9640247821807861
86,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8307370543479919
576,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8829917311668396
40,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9888354539871216
95,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8831916451454163
528,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.946464478969574
704,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7901551127433777
148,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9776179194450378
132,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.891457200050354
602,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.893061637878418
860,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9276016354560852
408,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8725526928901672
755,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9380349516868591
485,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9229888319969177
893,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.670778214931488
16,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8201315999031067
198,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9311841130256653
195,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.6988570094108582
984,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8371443152427673
430,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7598181962966919
659,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9838984608650208
686,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.6669159531593323
898,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8021918535232544
183,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9467568397521973
372,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7847292423248291
182,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.987530529499054
363,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9690597653388977
27,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9387218356132507
250,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9838315844535828
14,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9831864833831787
232,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9064809679985046
11,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9181972146034241
531,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9484421610832214
836,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.982618510723114
845,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.6510459780693054
454,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7945399880409241
610,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9694361090660095
887,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.96102374792099
852,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8976218104362488
471,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7560045719146729
226,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9799807667732239
668,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.7777858376502991
109,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9754055142402649
587,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8649364709854126
263,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.972432017326355
656,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9776301383972168
520,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9455319046974182
897,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.952161431312561
751,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9197633862495422
450,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9773831963539124
741,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9537649154663086
23,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8649511933326721
35,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9513253569602966
365,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9891207218170166
917,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9861199855804443
539,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8977645039558411
211,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9756445288658142
554,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9736179113388062
290,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9479852318763733
855,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.938686192035675
227,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.906587541103363
300,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8769328594207764
820,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9480128288269043
915,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.94367915391922
187,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9554576277732849
603,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.841654896736145
21,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9823848009109497
261,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9475179314613342
768,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9847824573516846
480,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9707567691802979
658,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9026396870613098
294,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9831762909889221
235,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8494027853012085
265,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9545496702194214
509,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8879591226577759
691,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9463050365447998
158,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9792359471321106
586,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9198991656303406
797,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.8307123184204102
140,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9545494914054871
601,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9630427360534668
873,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8010829091072083
802,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9738941788673401
26,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9239956140518188
532,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8558145761489868
76,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.5860543251037598
47,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.6846211552619934
2,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9548682570457458
889,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9438902735710144
568,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.9557114839553833
310,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9845245480537415
251,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9884974360466003
660,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.6282771825790405
432,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9923413395881653
348,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.8651083707809448
49,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9291498064994812
582,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.944196879863739
245,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.935825526714325
826,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9642797112464905
949,fine_tuned_llama,Fine-tuned Llama 3.2 1B,Turkish->English,0.927356481552124
772,fine_tuned_llama,Fine-tuned Llama 3.2 1B,English->Turkish,0.9463314414024353
434,base_llama,Base Llama 3.2 1B,Turkish->English,0.41867050528526306
482,base_llama,Base Llama 3.2 1B,Turkish->English,0.57587069272995
238,base_llama,Base Llama 3.2 1B,Turkish->English,0.6832513213157654
953,base_llama,Base Llama 3.2 1B,English->Turkish,0.8553392291069031
54,base_llama,Base Llama 3.2 1B,Turkish->English,0.4158661663532257
